Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2/4/2023 20:49,,Pulldowns,50,12,,,,,Back,pull,
2/4/2023 20:49,,Incline Curls,10,12,,,,,Biceps,pull,
2/4/2023 20:49,,Incline Curls,12.5,12,,,,,Biceps,pull,
2/4/2023 20:49,,Incline Curls,15,6,,,,,Biceps,pull,
2/4/2023 20:49,,Incline Curls,10,12,,,,,Biceps,pull,
2/4/2023 20:49,,Hammer Curl,15,6,,,,,Biceps,pull,
2/4/2023 20:49,,Hammer Curl,15,3,,,,,Biceps,pull,
2/4/2023 20:49,,Hammer Curl,12.5,6,,,,,Biceps,pull,
2/4/2023 20:49,,Hammer Curl,,,,,,,Biceps,pull,
2/3/2023 22:24,,Dips,0,7,,,,,Triceps,push,
2/3/2023 22:24,,Dips,0,5,,,,,Triceps,push,
2/3/2023 22:24,,Dips,0,5,,,,,Triceps,push,
2/3/2023 22:24,,Bench Press,40,8,,,,,Chest,push,
2/3/2023 22:24,,Bench Press,60,8,,,,,Chest,push,
2/3/2023 22:24,,Bench Press,65,5,,,,,Chest,push,
2/3/2023 22:24,,Bench Press,62.5,5,,,,,Chest,push,
2/3/2023 22:24,,Bench Press,60,6,,,,,Chest,push,
2/3/2023 22:24,,Shoulder Dumbbell Press,15,12,,,,,Shoulders,push,
2/3/2023 22:24,,Shoulder Dumbbell Press,20,10,,,,,Shoulders,push,
2/3/2023 22:24,,Shoulder Dumbbell Press,22.5,6,,,,,Shoulders,push,
2/3/2023 22:24,,Shoulder Dumbbell Press,20,8,,,,,Shoulders,push,
2/3/2023 22:24,,Cable Crossovers,9.1,8,,,,,Chest,push,
2/3/2023 22:24,,Cable Crossovers,6.8,12,,,,,Chest,push,
2/3/2023 22:24,,Cable Crossovers,6.8,12,,,,,Chest,push,
2/3/2023 22:24,,Cable Crossovers,,,,,,,Chest,push,
2/2/2023 20:46,,Squat,60,8,,,,,Legs,leg,
2/2/2023 20:46,,Squat,90,6,,,,,Legs,leg,
2/2/2023 20:46,,Squat,100,6,,,,,Legs,leg,
2/2/2023 20:46,,Squat,100,5,,,,,Legs,leg,
2/2/2023 20:46,,Squat,120,2,,,,,Legs,leg,
2/2/2023 20:46,,Squat,60,15,,,,,Legs,leg,
2/2/2023 20:46,,Leg Press,100,12,,,,,Legs,leg,
2/2/2023 20:46,,Leg Press,110,12,,,,,Legs,leg,
2/2/2023 20:46,,Leg Press,120,12,,,,,Legs,leg,
2/2/2023 20:46,,Calf Raises,118,12,,,,,Legs,leg,
2/2/2023 20:46,,Calf Raises,118,12,,,,,Legs,leg,
2/2/2023 20:46,,Calf Raises,109,10,,,,,Legs,leg,
2/2/2023 20:46,,Leg Extensions,100,8,,,,,Legs,leg,
2/2/2023 20:46,,Leg Extensions,86,12,,,,,Legs,leg,
2/2/2023 20:46,,Leg Extensions,91,12,,,,,Legs,leg,
2/2/2023 20:46,,Leg Curls,68,12,,,,,Legs,leg,
2/2/2023 20:46,,Leg Curls,,,,,,,Legs,leg,
1/31/2023 22:54,,Pull Up,0,3,,,,,Back,pull,
1/31/2023 22:54,,Pull Up,0,3,,,,,Back,pull,
1/31/2023 22:54,,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/31/2023 22:54,,Hammer Curl,15,10,,,,,Biceps,pull,
1/31/2023 22:54,,Hammer Curl,15,10,,,,,Biceps,pull,
1/31/2023 22:54,,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/31/2023 22:54,,Incline Curls,10,12,,,,,Biceps,pull,
1/30/2023 22:58,,Dips,0,5,,,,,Triceps,push,
1/30/2023 22:58,,Dips,0,5,,,,,Triceps,push,
1/30/2023 22:58,,Dips,0,5,,,,,Triceps,push,
1/30/2023 22:58,,Bench Press,40,8,,,,,Chest,push,
1/30/2023 22:58,,Bench Press,60,8,,,,,Chest,push,
1/30/2023 22:58,,Bench Press,70,2,,,,,Chest,push,
1/30/2023 22:58,,Bench Press,60,6,,,,,Chest,push,
1/30/2023 22:58,,Bench Press,60,6,,,,,Chest,push,
1/30/2023 22:58,,Bench Press,60,,,,,,Chest,push,
1/30/2023 22:58,,Shoulder Dumbbell Press,15,12,,,,,Shoulders,push,
1/30/2023 22:58,,Shoulder Dumbbell Press,20,12,,,,,Shoulders,push,
1/30/2023 22:58,,Shoulder Dumbbell Press,25,1,#NAME?,,,,Shoulders,push,
1/30/2023 22:58,,Shoulder Dumbbell Press,17.5,12,,,,,Shoulders,push,
1/30/2023 22:58,,Cable Crossovers,9.1,7,,,,,Chest,push,
1/30/2023 22:58,,Cable Crossovers,6.8,12,,,,,Chest,push,
1/30/2023 22:58,,Cable Crossovers,6.8,12,,,,,Chest,push,
1/30/2023 22:58,,Chest Press,64,7,,,,,Chest,push,
1/30/2023 22:58,,Chest Press,59,7,,,,,Chest,push,
1/29/2023 22:04,1/29/2023 22:44,Squat,60,8,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Squat,80,8,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Squat,100,8,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Squat,110,3,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Leg Press,100,12,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Leg Press,110,12,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Leg Press,120,12,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Calf Raises,118,12,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Calf Raises,118,12,,,,,Legs,leg,
1/29/2023 22:04,1/29/2023 22:44,Calf Raises,109,100,,,,,Legs,leg,
1/28/2023 22:22,1/28/2023 23:45,Cable Row,50,10,wide grip,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Cable Row,50,10,,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Cable Row,60,5,,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Straight Arm Pulldowns,21.5,8,-4,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Pulldowns,50,12,easy,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Pulldowns,70,8,,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Pulldowns,80,5,-3,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Dumbbell Row,15,10,cardio,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Dumbbell Row,17.5,10,,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Dumbbell Row,15,6,,,,,Back,pull,
1/28/2023 22:22,1/28/2023 23:45,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/28/2023 22:22,1/28/2023 23:45,Hammer Curl,12.5,8,,,,,Biceps,pull,
1/28/2023 22:22,1/28/2023 23:45,Hammer Curl,12.5,6,,,,,Biceps,pull,
1/28/2023 22:22,1/28/2023 23:45,Incline Curls,10,12,,,,,Biceps,pull,
1/28/2023 22:22,1/28/2023 23:45,Incline Curls,10,12,,,,,Biceps,pull,
1/28/2023 22:22,1/28/2023 23:45,Incline Curls,10,12,drpset 7,,,,Biceps,pull,
1/27/2023 23:19,,Dips,0,8,,,,,Triceps,chest,
1/27/2023 23:19,,Dips,0,5,,,,,Triceps,chest,
1/27/2023 23:19,,Dips,0,5,,,,,Triceps,chest,
1/27/2023 23:19,,Dips,0,5,,,,,Triceps,chest,
1/27/2023 23:19,,Bench Press,40,8,,,,,Chest,chest,
1/27/2023 23:19,,Bench Press,60,8,,,,,Chest,chest,
1/27/2023 23:19,,Bench Press,65,2,,,,,Chest,chest,
1/27/2023 23:19,,Bench Press,57.5,10,pause x2,,,,Chest,chest,
1/27/2023 23:19,,Shoulder Dumbbell Press,15,12,,,,,Shoulders,chest,
1/27/2023 23:19,,Shoulder Dumbbell Press,20,7,,,,,Shoulders,chest,
1/27/2023 23:19,,Shoulder Dumbbell Press,22.5,5,assisted,,,,Shoulders,chest,
1/27/2023 23:19,,Incline Dumbbell Press,15,6,,,,,Chest,chest,
1/27/2023 23:19,,Incline Dumbbell Press,17.5,6,,,,,Chest,chest,
1/27/2023 23:19,,Incline Dumbbell Press,20,6,,,,,Chest,chest,
1/27/2023 23:19,,Cable Crossovers,9.1,5,,,,,Chest,chest,
1/27/2023 23:19,,Cable Crossovers,6.8,12,,,,,Chest,chest,
1/27/2023 23:19,,Cable Crossovers,6.8,7,,,,,Chest,chest,
1/27/2023 23:19,,Dumbbell Lateral Raises,7.5,7,,,,,Shoulders,chest,
1/27/2023 23:19,,Dumbbell Lateral Raises,5,6,dropset to 2.5s,,,,Shoulders,chest,
1/27/2023 23:19,,Dumbbell Lateral Raises,5,6,,,,,Shoulders,chest,
1/27/2023 23:19,,skull crushers,5,12,,,,,Triceps,chest,
1/27/2023 23:19,,skull crushers,10,3,,,,,Triceps,chest,
1/27/2023 23:19,,skull crushers,6125,12,,,,,Triceps,chest,
1/26/2023 22:59,,Squat,60,8,,,,,Legs,leg,
1/26/2023 22:59,,Squat,80,8,,,,,Legs,leg,
1/26/2023 22:59,,Squat,100,8,,,,,Legs,leg,
1/26/2023 22:59,,Squat,100,5,,,,,Legs,leg,
1/26/2023 22:59,,Leg Press,50,10,,,,,Legs,leg,
1/26/2023 22:59,,Leg Press,100,12,,,,,Legs,leg,
1/26/2023 22:59,,Leg Press,110,12,,,,,Legs,leg,
1/26/2023 22:59,,Leg Press,120,12,,,,,Legs,leg,
1/26/2023 22:59,,Calf Raises,118,12,,,,,Legs,leg,
1/26/2023 22:59,,Calf Raises,118,12,,,,,Legs,leg,
1/26/2023 22:59,,Calf Raises,,,,,,,Legs,leg,
1/24/2023 19:50,1/24/2023 22:03,Deadlift,80,6,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Deadlift,100,6,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Deadlift,100,5,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Pulldowns,50,12,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Pulldowns,70,12,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Pulldowns,80,8,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Pulldowns,60,8,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Pulldowns,,,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Straight Arm Pulldowns,21.5,12,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/24/2023 19:50,1/24/2023 22:03,Hammer Curl,15,8,,,,,Biceps,pull,
1/24/2023 19:50,1/24/2023 22:03,Hammer Curl,15,8,,,,,Biceps,pull,
1/24/2023 19:50,1/24/2023 22:03,Hammer Curl,12.5,6,,,,,Biceps,pull,
1/24/2023 19:50,1/24/2023 22:03,Dumbbell Row,15,12,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Dumbbell Row,17.5,10,,,,,Back,pull,
1/24/2023 19:50,1/24/2023 22:03,Preacher Curls,10,7,,,,,Biceps,pull,
1/24/2023 19:50,1/24/2023 22:03,Preacher Curls,8625,8,,,,,Biceps,pull,
1/24/2023 19:50,1/24/2023 22:03,Preacher Curls,7.5,10,,,,,Biceps,pull,
1/23/2023 23:36,,Bench Press,40,8,,,,,Chest,push,
1/23/2023 23:36,,Bench Press,60,8,,,,,Chest,push,
1/23/2023 23:36,,Bench Press,70,2,,,,,Chest,push,
1/23/2023 23:36,,Bench Press,45,10,,,,,Chest,push,
1/23/2023 23:36,,Shoulder Dumbbell Press,15,8,,,,,Shoulders,push,
1/23/2023 23:36,,Shoulder Dumbbell Press,20,8,,,,,Shoulders,push,
1/23/2023 23:36,,Shoulder Dumbbell Press,22.5,4,,,,,Shoulders,push,
1/23/2023 23:36,,Incline Bench Press,40,8,,,,,Chest,push,
1/23/2023 23:36,,Incline Bench Press,50,8,,,,,Chest,push,
1/23/2023 23:36,,Incline Bench Press,40,10,mid pause,,,,Chest,push,
1/23/2023 23:36,,Triceps Extensions,20,8,,,,,Triceps,push,
1/23/2023 23:36,,Triceps Extensions,15,8,,,,,Triceps,push,
1/23/2023 23:36,,Triceps Extensions,15,8,,,,,Triceps,push,
1/23/2023 23:36,,Pec Dec,59,8,,,,,Chest,push,
1/23/2023 23:36,,Pec Dec,61,6,36 hold,,,,Chest,push,
1/23/2023 23:36,,Pec Dec,64,6,40hold,,,,Chest,push,
1/23/2023 23:36,,skull crushers,5,12,,,,,Triceps,push,
1/23/2023 23:36,,skull crushers,10,5,,,,,Triceps,push,
1/23/2023 23:36,,skull crushers,6125,10,,,,,Triceps,push,
1/21/2023 21:11,1/21/2023 21:11,Squat,60,6,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Squat,80,6,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Squat,100,6,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Squat,120,3,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Press,50,10,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Press,90,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Press,110,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Press,120,120,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Calf Raises,118,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Calf Raises,118,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Calf Raises,100,8,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Curls,68,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Curls,86,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Curls,91,3,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Extensions,100,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Extensions,102,9,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Extensions,106,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Curls,77,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Curls,84,12,,,,,Legs,leg,
1/21/2023 21:11,1/21/2023 21:11,Leg Curls,86,6,,,,,Legs,leg,
1/20/2023 19:25,1/20/2023 20:24,Cable Row,50,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Cable Row,50,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Cable Row,60,10,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Dumbbell Row,15,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Dumbbell Row,17.5,10,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Dumbbell Row,17.5,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/20/2023 19:25,1/20/2023 20:24,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/20/2023 19:25,1/20/2023 20:24,Hammer Curl,15,3,,,,,Biceps,pull,
1/20/2023 19:25,1/20/2023 20:24,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/20/2023 19:25,1/20/2023 20:24,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Pulldowns,50,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Pulldowns,60,12,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Pulldowns,70,6,,,,,Back,pull,
1/20/2023 19:25,1/20/2023 20:24,Preacher Curls,7.5,12,,,,,Biceps,pull,
1/20/2023 19:25,1/20/2023 20:24,Preacher Curls,7.5,12,,,,,Biceps,pull,
1/20/2023 19:25,1/20/2023 20:24,Preacher Curls,5,10,,,,,Biceps,pull,
1/18/2023 18:08,1/18/2023 19:33,Squat,60,3,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Squat,80,3,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Squat,100,2,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Squat,110,3,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Squat,120,1,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Squat,60,10,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Lunges,15,12,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Lunges,17.5,12,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Lunges,20,12,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Lunges,20,12,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Calf Raises,100,12,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Calf Raises,100,12,,,,,Legs,leg,
1/18/2023 18:08,1/18/2023 19:33,Calf Raises,100,12,,,,,Legs,leg,
1/17/2023 15:47,1/17/2023 16:34,Dumbbell Row,15,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Dumbbell Row,17.5,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Dumbbell Row,15,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Pulldowns,50,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Pulldowns,60,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Pulldowns,70,6,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Cable Row,42.5,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Cable Row,50,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Cable Row,60,6,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Hammer Curl,12.5,10,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Hammer Curl,10,10,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Hammer Curl,10,6,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Straight Arm Pulldowns,17.5,12,,,,,Back,pull,
1/17/2023 15:47,1/17/2023 16:34,Incline Curls,10,12,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Incline Curls,12.5,6,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Incline Curls,10,12,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Preacher Curls,7.5,10,,,,,Biceps,pull,
1/17/2023 15:47,1/17/2023 16:34,Preacher Curls,5,12,,,,,Biceps,pull,
